# id|name|family|tier|biome indices (biomes.tsv order)|exclusive|mode|authored 12-block room graph; /=row .=void
# h pitched house; M mansion; s classroom; S school hall; K keep; T battle tower; D vaulted dungeon;
# U sewer; B bunker; F aircraft fuselage; W wing; C cell mast; G sealed glass habitat; A arch;
# P backroom gate; = street/bridge; o courtyard; q crypt; 2/3/4/6/8 occupied storeys.
# 62 exclusive commissions, one for each current biome.
ash_workers_hamlet|Ash Workers' Hamlet|house|1|4,18,25,28,32,36,40,45,52,58|false|surface|hh=hh.../hh=hh.../=======./..hh=hh./..hh=h../....hh..
dust_courtyard_homes|Dust Courtyard Homes|house|1|12,20,22,23,26,27,37,47,53,56|false|surface|hhhhh../h=ohh../h=o=h../hh=hh../..=.../.hh.../.hhh..
whisper_row_houses|Whisper Row Houses|house|2|1,2,3,8,10,17,19,31,33,38,41,46,49,50,54,59,60|false|surface|h2=h.../h2=hh../=====../.h2=h../.h2=hh./...hh..
ice_watch_hamlet|Ice Watch Hamlet|house|2|6,39,61,55,24|false|surface|..hh.../hhMh.../hh=hh../..=hh../.hhh.../..h....
broken_cargo_delta|Broken Delta Cargo Plane|plane|2|12,15,18,20,24,27,36,47,56|false|surface|...F..../...F..../..FFF.../.WWFWW../WWWFWWW./...FF.../...F..../...FW...
split_airliner|Split-Fuselage Passenger Wreck|plane|3|0,5,11,14,22,23,30,37,57|false|surface|...FF.../WWWWF.../...FWWW./...F..../...FF.../....F.../....FW../....FF..
forest_medical_plane|Forest Medical Plane and Field Ward|plane|2|4,9,16,21,29,34,43,44,48,51|false|surface|..F..../WWFWW../..F..../..FW.../..=..../.ssB.../.sBB...
polar_survey_plane|Polar Survey Wreck and Relay|plane|3|6,39,54,61|false|surface|..F..../.WFW.../WWFWW../..F..../..FW.../..=..../C=B..../..BB...
switchboard_town|Switchboard Town and Wire Lines|telecom|2|1,2,10,12,18,26,27,45,49|false|surface|C===C.../..B.=.../.BB.C.../..B.=.../C===C=B./......BB
ridge_repeater_chain|Ridge Repeater Chain|telecom|3|3,11,15,17,19,25,28,36,38,54,60|false|surface|C====C.../.....=.../..BB=C.../..B..=.../.....C===C/.........B
marsh_phone_farm|Marsh Telephone Pole Farm|telecom|2|0,5,7,13,14,30,35,42,55,57|false|surface|C=C=C../=.=.=../C=C=C../..=..../.BBB.../..BB...
reservoir_high_school|Reservoir High School|school|3|0,5,6,7,11,13,30,42,61|false|surface|sssss.../sS=Ss.../ss=ss.../==o====./ss=ssBs./sS=SsBs./sssss...
urban_technical_campus|Urban Technical Campus|school|3|1,2,10,12,18,22,23,26,27,45,49|false|surface|ssSSss../s=oo=s../S=oo=S../s====s../ssSSss../..ss.../..sSs../...ss..
monastic_school|Monastic School and Scriptorium|school|3|8,9,33,34,37,39,41,47,53,58,59|false|surface|KsssK../s.o.s../SoooS../s.o.s../KsssK../..S.../.sss../.s....
woodland_boarding_school|Woodland Boarding School|school|2|4,16,21,29,43,44,46,48,50,51|false|surface|ss..ss../sS==Ss../ss=o=s../..=o=.../ss=o=ss./sS===Ss./ss...ss.
canal_grid_metropolis|Canal Grid Metropolis|metropolis|5|0,1,5,10,11,22,30,49|false|surface|234=432=23./===o===o==./486=864=42./486=864=42./===o===o===/23=o=32=64./24=o=42=64./===o===o===/hhhhh=hhh../..hhh=hh.../.....ss....
radial_civic_city|Radial Civic City|metropolis|5|18,20,22,23,24,27,31,32,45|false|surface|....K...../..23=32.../.246=642../.3==o==3../K==ooo==K./.3==o==3../.246=642../..23=32.../....=...../...hhh..../....hh....
mountain_bridge_city|Mountain Bridge City|city|5|3,17,25,28,33,38,39,40,54,56,60|false|surface|K=43..../..4=2.../..3=4.../K===o==K/...4=2../...2=4../....=.../...hhh../....hh..
fortified_market_city|Fortified Market City|city|4|12,21,26,34,37,41,47,51,53|false|surface|K=====K/=h2h2h=/=2ooo2=/=hSoSh=/=2ooo2=/K=====K/...M.../..hhh../..h....
triple_bailey_castle|Triple Bailey Castle|castle|5|16,28,33,34,36,37,39,40,41,47,51,59|false|surface|K===K..../=ooo=..../K===K=T../..=ooo=../..K===K../....=..../...MMM.../....h....
river_gate_castle|River Gate Castle|castle|4|0,7,13,30,35,37,42,55,57,61|false|surface|K==K..../=MM=.../=oo=.../K==K.../..==K../..MM=../..K=K../...h...
quarry_battle_spire|Quarry Battle Spire and Barracks|battle_tower|4|17,19,20,24,25,28,36,47,54,56,60|false|surface|..T.../.BBB../BBB.../.B..../.B=T../.BB.../..B...
paired_bell_towers|Paired Bell Battle Towers|battle_tower|4|8,9,16,33,34,37,39,40,41,53,58,59,61|false|surface|T===T./=qqq=./=qoq=./K===K./..q.../.qq.../..qq..
ward_drain_network|Ward Drain Network|sewer|3|1,2,5,7,10,18,22,26,32,45,46,49,50|false|buried|UUUUUUU/U.U...U/UUUUU.U/..U.UUU/..UUU.U/....UUU/...BB..
marsh_pump_labyrinth|Marsh Pump Labyrinth|sewer|4|0,7,13,14,30,35,42,55,57|false|buried|UUBBUU./U.UU.U./UUUUUU./.U..U../.UBBUU./.UU.UU./..UUU..
crypt_inverted_tree|Inverted-Tree Crypt|dungeon|4|8,16,33,34,36,37,40,41,47,53,58,59,61|false|buried|qDqDqDq/DDDDDDD/.D.D.D./.DDDDD./...D.../..qDq../..DDD../...B...
spiral_prison_dungeon|Spiral Prison Dungeon|dungeon|5|3,8,17,19,24,25,31,38,46,50,54,56,60|false|buried|DDDDDDD/D..D..D/D.DDD.D/D.DqD.D/D.DDD.D/D.....D/DDDDDDD/...D.../..BBB..
command_horseshoe_bunker|Command Horseshoe Bunker|bunker|4|12,15,18,19,20,24,25,27,28,47,56|false|buried|BBBBBBB/BB...BB/B.BBB.B/B.B.B.B/BBBBBBB/...B.../..BB.../..BBB..
medical_bunker_compound|Medical Bunker Compound|bunker|3|4,6,12,19,24,26,29,43,46,50,61|false|buried|ssBss.../sSBSS.../BBBBBBB./..B.sSB./..BBBss./..B...../.BBB....
split_level_refuge|Split-Level Civil Refuge|bunker|2|1,2,3,10,17,20,22,23,26,31,45,49,52,60|false|buried|BB.BB../BBBBB../.B.B.../.BBBBB./..B.BB./..BBB../...B...
sunken_dome_district|Sunken Dome District|underwater_city|5|0,5,7,13,14,30,35,42,55,57|false|underwater|.GG.GG../GGG=GGG/Goo=ooG/GG===GG/..G=G../GG===GG/Goo=ooG/GGG=GGG/.GGGGG./...G...
sunken_research_campus|Sunken Research Campus|underwater_city|4|0,5,11,14,30,35,42,57|false|underwater|GG=GG.../Go=oG.../GG=GG.../===G===./GG=GG=G./Go=oG=G./GG=GGGG./.....G..
coastal_airlock_borough|Coastal Airlock Borough|underwater_city|3|0,5,7,13,30,35,42,55,57|false|underwater|G=G=G.../GGGGG.../.G.G..../.GGGGGG./...G.GG./..GGGG../...G....
impossible_office|Impossible Office Backroom Annex|backroom|4|1,2,3,8,10,15,17,19,23,31,46,49,50,52,54,60|false|buried|PPPPP../P.P.P../PPP.P../..PPP../PPP.PP./P.P.PP./PPPPP../..BB...
motel_threshold|Motel Threshold Backroom Court|backroom|3|4,9,12,20,21,26,29,32,43,44,45,48,51,52|false|surface|hhhPhhh/h..P..h/hPPPPPh/..PPP../...P.../..hh.../..hhh..
buried_station_threshold|Buried Station Threshold|backroom|4|6,7,11,18,22,24,25,27,28,36,38,39,40,56,61|false|buried|BPPPB.../BP.PB.../BPPPB.../..P...../BPPPPPB./BP.P.PB./BPPPPPB./....B...
monument_threshold|Monument Threshold Gatehouse|backroom|4|0,5,13,14,16,30,33,34,35,37,41,42,47,53,55,57,58,59|false|surface|..A..../.PPP.../PPoPP../PoooP../PPoPP../.PPP.../..P..../.qqq.../..qq...
stormglass_manor|Stormglass Observatory Manor|mansion|3|6,11,15,17,19,31,39,50,54,61|false|surface|.MGM.../MMGMM../MoooM../MMGMM../.MGM.../..M..../.hhh.../..hh...
woodland_longhouse_manor|Woodland Longhouse Manor|mansion|3|9,16,21,29,34,43,44,48,51|false|surface|hMMMMMh/hMoooMh/.MoooM./hMMMMMh/...M.../..hMh../..hhh..
industrial_courtyard_manor|Industrial Courtyard Manor|mansion|3|1,3,4,10,18,20,22,23,25,27,28,31,32,45,46,49,52,56,58|false|surface|MM=MM../MoooM../MoooM../MM=MM../..=.../.BBB../.BB...
# Expansion commissions: append only. The 104 data rows above are the frozen v1 selection pool.
# R rail platform; V vaulted station concourse (2 floors); L research laboratory (2); E engine/pump hall;
# I enclosed cistern; J infirmary; H monastic chapel (2); Y refectory/dormitory (2); O observatory (3);
# Q ossuary; X barred cell block; Z archive (2); a open cloister; b kiln; c mortuary; e shored excavation;
# g conservatory (2); i harbor workshop; j market colonnade; k reliquary spire (3); l auditorium;
# m map/survey room; t sally-port barracks (2); v wind arcade; w bathhouse; p signal exchange (2).
# All new motifs retain the three-wide cardinal passages, west stairs and east cache recess.
# 62 further exclusive dungeons, in biome order. Mixed room programs are part of each commission.
ashveil_customs_cistern|Ashveil Customs House and Drowned Cistern|cistern|4|0|true|underwater|..IiI../.IIEII./iIEVEmi/.IV.VI./.JIIIJ./..XIX../...i...
rustwater_last_train|Rustwater Last-Train Metro Interchange|metro|4|1|true|buried|..pRRRRp../..R.JJ.R../pRRRVRRRp./RZ.VV.X.R./RRRVVRRRR./R.YJJY.R../RRRRRRRRR./.EJJXEE.../...VVV..../....V.....
gutterglass_anatomy_annex|Gutterglass Anatomy Theatre and Detention Annex|infirmary|3|2|true|buried|JJ.lJJ/JZllZJ/.XllX./.JcLJ./..c.../.XXZ../..V...
tenement_counterweight_prison|Tenement Counterweight Prison and Liftworks|prison|4|3|true|buried|tX..EE/.XXXE./.X.ZE./mXXZE./...X../..XXX./..V...
cinder_hospice_morgue|Cinder Hospice Mortuary and Isolation Wards|mortuary|4|4|true|buried|cJcJc../JJJJJ../c.L.c../ccLccJ./..L.JJ./..LXX../..VV.../...V...
drowned_borough_bathworks|Drowned Borough Municipal Bathworks|bathhouse|4|5|true|underwater|wIw.wI./wIwwwI./.EwIwE./.IwIwI./.wwwww./...J.../..iJi../...i...
whiteout_meridian_station|Whiteout Meridian Observatory and Survey Vault|observatory|4|6|true|surface|OvvO.../vmmv.../vZLv.../OvvOm../..Lmm../..LJ.../.ttt.../..t....
penitent_ebb_prison|Penitent Ebb-Tide Prison Cistern|prison|4|7|true|buried|XXIXX./X.I.X./XIIIX./.EIE../XXIXX./X.I.X./XXIXX./..V.../.iV...
palimpsest_sealed_index|Palimpsest Sealed Index and Ossuary Stacks|archive|5|8|true|buried|ZQZQZQZQZ/Z.Z.Z.Z.Z/ZZZZZZZZZ/.Q.X.X.Q./.QZZkZZQ./.Z.Q.Q.Z./.ZZZZZZZ./..mZZZm../....V....
blossom_mourning_monastery|Red Blossom Mourning Monastery|monastery|4|9|true|surface|..kH.../.YHHY../ZHaHZ../YaaaY../YHaHY../..Hgg../..Qcg../..Q....
bloomfall_broadcast_theatre|Bloomfall Broadcast Theatre and Glasshouse|auditorium|3|10|true|surface|gllg../gllg../pVVpZ./JVVJZ./.VV.../.XX.../..V...
signalwreck_fog_observatory|Signalwreck Fog Observatory and Listening Bunker|observatory|4|11|true|surface|Ovp..../vvpm.../OpLL.../..lL.../.lll.../.EpE.../..V....
cordon_quarantine_lab|Cordon Quarantine Research Bunker|research|4|12|true|buried|tJt..../JJJLL../J.LXL../JJLLL../..E.X../.EEEJ../..VJ.../..V....
blackreed_sampling_cistern|Blackreed Reed-Bed Sampling Cistern|cistern|3|13|true|buried|IIL.../I.LL../IEEIL./.I.II./.III../..w.../.ii.../..i...
sunken_convoy_salvage_lock|Sunken Convoy Salvage Lock and Pressure Lab|harbor|4|14|true|underwater|iiEii../i.E.i../iiLii../.LLLI../.LILI../..III../..Xp.../...i...
dead_array_listening_bunker|Dead Array Deep Listening Bunker|signal|5|15|true|buried|pLppLp./p.LL.p./pplLpp./..ll.../.ZllZ../.EEJE../..XXX../...V...
sanguine_field_autopsy|Sanguine Exclusion Field Autopsy Compound|research|4|16|true|buried|JcJ.../LLLtt./L.L.t./LLLtt./..cX../.ccX../..V.../..m...
gravity_scar_lens_vault|Gravity Scar Lens Vault and Pendulum Observatory|observatory|5|17|true|buried|OL.O../LLLOm./L.PLm./LPLL../.LP.../.LZZ../..ZE../..VV..
oxide_thirteen_platforms|Oxide Railgrave Thirteen-Platform Terminus|metro|5|18|true|buried|R.R.R.R../RRRRRRRp./R.RVR.R../RRVZVRR../R.RVR.R../RRRRRRRE./R.R.R.R../...VV.../....V...
glass_reactor_isotope_wells|Glass Reactor Isotope Wells and Control Galleries|research|5|19|true|buried|LL.E.LL./LLEELL../LEIIIEL./pEIIIEp./LEEJEEL./.LXXXL../..ZZZ.../...V....
bleached_aquifer_vault|Bleached Expanse Aquifer Vault|cistern|4|20|true|buried|II.II../IIEII../.EEE.../JEVEEJ./JYVYJJ./.YXY.../..X..../..V....
bitter_orchard_seed_abbey|Bitter Orchard Seed Abbey and Root Cellars|monastery|3|21|true|surface|ggHgg./g.H.g./YYHYY./YaaaY./.HcH../.QcQ../..c.../..h...
capitol_ossuary_metro|Capitol Ossuary Monument Metro and Burial Line|metro|5|22|true|buried|QZVRVZQ./QQVRVQQ./..RRR.../RRRVRRR./R.QZQ.R./RRRVRRR./..R.R.../.pRERp../...V....
neon_dust_counting_house|Neon Dust Counting House and Casino Service Vault|archive|4|23|true|buried|ZZlZZ../ZlllZ../XVVVX../E.V.E../EVVVE../.JwJ.../..V..../.VV....
viridian_decontamination_well|Viridian Blastlands Decontamination Well|research|5|24|true|buried|JJLLJJ./J.LL.J./JLEELJ./.LIIL./.LLLL../..XX.../.tVt.../..V....
coalbreath_survey_mine|Coalbreath Survey Mine and Furnace Galleries|excavation|4|25|true|buried|bEem../bEemm./.E.e../.eeeE./.e.bE./.eebb./...t../..tV..
shelterfall_civic_vault|Shelterfall Civic Vault and Underground Assembly|refuge|3|26|true|buried|JYlYJ./JYlYJ./ZVlVZ./.VVV../EVEVE./YV.VY./YVVVY./..V...
iron_convoy_armored_depot|Iron Convoy Armored Rail Depot|metro|4|27|true|buried|tRRRt../tRERt../.RER.../pRERp../.RRRJJ./.VtVJ../..t....
brotherhood_bell_foundry|Brotherhood Bell Foundry and Siege Workshops|foundry|4|28|true|surface|btb.../bEbtt./bEb.t./tEtEt./.EEE../..k.../.tkt../..t...
vaultroot_spore_laboratory|Vaultroot Spore Laboratory and Seed Library|conservatory|4|29|true|buried|ggLgg./g.L.g./gLLLg./ZZLZZ./.LwL../.JLJ../..V.../.JV...
brine_lantern_ferry_crypt|Brine Lantern Ferry Crypt and Pump House|harbor|4|30|true|underwater|ii.ii../iIiii../.IE.I../QIEIQ../Q.I.Q../QQIQQ../..cI.../...i...
gilded_hush_resonance_hall|Gilded Hush Resonance Hall and Gilt Archive|auditorium|5|31|true|surface|ZlkZ../ZlllZ./wlVlw./wVVVw./.pVp../..V.../.JZJ../..Z...
carousel_midway_understage|Carousel Midway Understage and Service Railway|auditorium|3|32|true|buried|lRlRl../VRRRV../XRERX../.RER.../.RRR.../..pJ.../.EJJ.../..V....
hollow_crown_pale_monastery|Hollow Crown Pale Monastery and Royal Ossuary|monastery|5|33|true|surface|..kHHHk../.YHHHHHY./ZHaaaaaHZ/YHaHaHaHY/ZHaaaaaHZ/.YHHHHHY./..QcQcQ../.QQQkQQQ./...HHH.../....t....
rootbound_herbarium_cloister|Rootbound Herbarium Cloister and Vow Crypt|monastery|4|34|true|surface|gYHg.../gYHgg../HHaHH../ZaaaZ../HHHHH../.QkQ.../..Q..../..h....
leechwater_filter_basilica|Leechwater Filter Basilica|cistern|5|35|true|underwater|IHIHI../IH.HI../IIIII../EwIwE../IHIHI../IH.HI../IIIII../..Ei.../..ii...
cinderlake_ash_reliquary|Cinderlake Ash Reliquary and Kiln Catacombs|foundry|5|36|true|buried|bbQbbQbb/b.Q.b.Qb/QQkQQkQQ/b.Q.b.Qb/bbQbbQbb/.QcQQcQ./.Q.bb.Q./.QQQQQQ./...tt.../....t...
monarch_tide_monastery|Forgotten Monarch Tide Monastery|monastery|4|37|true|surface|kHHi.../HaaHi../HaYH.../HHHHk../..wY.../.QwY.../.QQ..../..i....
